Foot,Phase,Slope,Intervention,Max Flexion,Max Abduction,Max Adduction,Max Internal Rotation,Max External Rotation,,,,,,,,,,,,,
Left,P3,30,3,96.64,N/A,-4.26,1.79,-0.04,,,,,,,,,,,,,
Left,P3,30,3,94.49,N/A,-6.80,1.79,-0.15,,,,,,,,,,,,,
Left,P3,30,3,93.29,N/A,-7.32,2.04,-0.53,,,,,,,,,,,,,
Left,P3,30,3,94.27,N/A,-6.58,1.89,N/A,,,,,,,,,,,,,
Left,P3,30,4,140.00,N/A,-9.85,6.53,N/A,,,,,,,,,,,,,
Left,P3,30,4,141.47,N/A,-9.81,9.09,N/A,,,,,,,,,,,,,
Left,P3,30,4,142.67,N/A,-11.20,12.02,N/A,,,,,,,,,,,,,
Left,P3,30,4,143.46,N/A,-12.95,14.17,N/A,,,,,,,,,,,,,
Left,P3,30,4,144.97,N/A,-12.62,13.81,N/A,,,,,,,,,,,,,
Left,P3,30,4,117.65,15.99,N/A,N/A,-8.36,,,,,,,,,,,,,
Left,P3,30,4,121.99,18.62,N/A,N/A,-7.88,,,,,,,,,,,,,
Left,P3,30,4,123.40,17.21,N/A,N/A,-13.60,,,,,,,,,,,,,
Left,P3,30,4,121.22,20.64,N/A,N/A,-9.41,,,,,,,,,,,,,
Left,P3,30,4,124.48,16.47,N/A,N/A,-7.58,,,,,,,,,,,,,
Left,P3,30,4,112.40,2.45,N/A,N/A,-10.05,,,,,,,,,,,,,
Left,P3,30,4,109.91,2.40,N/A,N/A,-10.00,,,,,,,,,,,,,
Left,P3,30,4,108.91,0.72,-0.24,N/A,-10.51,,,,,,,,,,,,,
Left,P3,30,4,111.18,1.38,-0.02,N/A,-11.41,,,,,,,,,,,,,
Left,P3,30,4,116.90,0.40,-4.73,N/A,-9.53,,,,,,,,,,,,,
Left,P3,30,4,120.45,14.46,N/A,N/A,-18.95,,,,,,,,,,,,,
Left,P3,30,4,116.93,13.59,N/A,N/A,-17.86,,,,,,,,,,,,,
Left,P3,30,4,112.89,12.78,N/A,N/A,-17.50,,,,,,,,,,,,,
Left,P3,30,4,116.34,14.16,N/A,N/A,-18.60,,,,,,,,,,,,,
Left,P3,30,4,115.18,12.15,N/A,N/A,-17.72,,,,,,,,,,,,,
Left,P3,30,4,98.97,12.30,N/A,1.31,-3.56,,,,,,,,,,,,,
Left,P3,30,4,83.46,10.22,N/A,2.10,-0.38,,,,,,,,,,,,,
Left,P3,30,4,79.78,10.68,N/A,3.45,N/A,,,,,,,,,,,,,
Left,P3,30,4,77.62,9.42,N/A,2.86,N/A,,,,,,,,,,,,,
Left,P3,30,4,79.90,9.09,N/A,3.24,N/A,,,,,,,,,,,,,
Left,P3,30,4,144.24,N/A,-9.89,6.86,-0.11,,,,,,,,,,,,,
Left,P3,30,4,145.38,N/A,-11.35,8.55,N/A,,,,,,,,,,,,,
Left,P3,30,4,144.02,N/A,-4.02,10.86,N/A,,,,,,,,,,,,,
Left,P3,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P3,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P3,30,4,108.88,N/A,-2.69,N/A,-4.48,,,,,,,,,,,,,
Left,P3,30,4,103.21,N/A,-2.79,N/A,-4.33,,,,,,,,,,,,,
Left,P3,30,4,106.62,N/A,-4.08,0.25,-2.68,,,,,,,,,,,,,
Left,P3,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P3,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P3,30,4,132.95,N/A,-3.71,2.58,-0.52,,,,,,,,,,,,,
Left,P3,30,4,131.93,N/A,-5.74,6.17,N/A,,,,,,,,,,,,,
Left,P3,30,4,132.12,N/A,-6.20,6.03,N/A,,,,,,,,,,,,,
Left,P3,30,4,133.94,N/A,-6.16,3.68,-0.83,,,,,,,,,,,,,
Left,P3,30,4,132.77,N/A,-6.48,6.12,N/A,,,,,,,,,,,,,
Left,P3,30,4,113.53,6.59,N/A,3.04,N/A,,,,,,,,,,,,,
Left,P3,30,4,110.36,7.27,N/A,2.67,N/A,,,,,,,,,,,,,
Left,P3,30,4,112.73,7.33,N/A,2.70,N/A,,,,,,,,,,,,,
Left,P3,30,4,114.23,6.37,N/A,2.38,N/A,,,,,,,,,,,,,
Left,P3,30,4,112.93,6.62,N/A,2.44,N/A,,,,,,,,,,,,,
Left,P4,0,1,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P4,0,1,131.02,8.65,N/A,4.18,-7.00,,,,,,,,,,,,,
Left,P4,0,1,129.50,7.96,-0.14,5.35,-6.49,,,,,,,,,,,,,
Left,P4,0,1,134.06,7.14,N/A,N/A,-8.99,,,,,,,,,,,,,
Left,P4,0,1,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P4,0,1,148.37,10.03,N/A,N/A,-11.98,,,,,,,,,,,,,
Left,P4,0,1,148.32,8.79,N/A,N/A,-11.56,,,,,,,,,,,,,
Left,P4,0,1,147.43,10.72,N/A,N/A,-9.29,,,,,,,,,,,,,
Left,P4,0,1,144.91,12.46,N/A,N/A,-10.94,,,,,,,,,,,,,
Left,P4,0,1,144.48,11.60,N/A,N/A,-10.55,,,,,,,,,,,,,
Left,P4,0,1,128.28,N/A,-5.49,N/A,-8.94,,,,,,,,,,,,,
Left,P4,0,1,130.52,N/A,-7.04,N/A,-8.41,,,,,,,,,,,,,
Left,P4,0,1,131.55,N/A,-7.28,N/A,-4.72,,,,,,,,,,,,,
Left,P4,0,1,132.93,N/A,-6.79,0.58,-4.06,,,,,,,,,,,,,
Left,P4,0,1,135.21,N/A,-6.98,3.39,-2.91,,,,,,,,,,,,,
Left,P4,0,1,155.54,15.77,N/A,N/A,-25.52,,,,,,,,,,,,,
Left,P4,0,1,156.48,15.43,N/A,N/A,-27.68,,,,,,,,,,,,,
Left,P4,0,1,156.47,14.40,N/A,N/A,-27.02,,,,,,,,,,,,,
Left,P4,0,1,156.28,14.86,N/A,N/A,-27.72,,,,,,,,,,,,,
Left,P4,0,1,156.79,13.62,N/A,N/A,-27.55,,,,,,,,,,,,,
Left,P4,0,1,122.05,13.64,N/A,3.69,-1.32,,,,,,,,,,,,,
Left,P4,0,1,121.05,12.65,N/A,3.74,-0.20,,,,,,,,,,,,,
Left,P4,0,1,123.55,11.98,N/A,3.80,-1.08,,,,,,,,,,,,,
Left,P4,0,1,122.05,11.94,N/A,3.81,N/A,,,,,,,,,,,,,
Left,P4,0,1,121.36,12.44,N/A,2.74,-0.58,,,,,,,,,,,,,
Left,P4,0,1,133.17,N/A,-9.75,11.44,N/A,,,,,,,,,,,,,
Left,P4,0,1,146.59,N/A,-6.28,11.37,N/A,,,,,,,,,,,,,
Left,P4,0,1,148.94,N/A,-6.23,16.76,N/A,,,,,,,,,,,,,
Left,P4,0,1,150.04,N/A,-7.43,16.83,N/A,,,,,,,,,,,,,
Left,P4,0,1,142.28,N/A,-5.42,13.51,N/A,,,,,,,,,,,,,
Left,P4,0,1,120.96,1.69,-7.29,1.96,-6.59,,,,,,,,,,,,,
Left,P4,0,1,119.97,2.62,-5.13,0.65,-9.11,,,,,,,,,,,,,
Left,P4,0,1,120.34,3.69,-3.36,0.16,-8.87,,,,,,,,,,,,,
Left,P4,0,1,123.69,2.45,-4.10,1.61,-8.23,,,,,,,,,,,,,
Left,P4,0,1,125.12,2.82,-3.35,0.21,-8.91,,,,,,,,,,,,,
Left,P4,0,1,136.72,6.18,N/A,2.65,-5.95,,,,,,,,,,,,,
Left,P4,0,1,139.19,3.09,-0.53,3.44,-5.68,,,,,,,,,,,,,
Left,P4,0,1,137.38,1.10,-0.81,2.59,-2.04,,,,,,,,,,,,,
Left,P4,0,1,136.32,1.13,-0.41,1.23,-3.19,,,,,,,,,,,,,
Left,P4,0,1,137.70,1.86,-0.89,2.46,-4.41,,,,,,,,,,,,,
Left,P4,0,1,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P4,0,1,125.38,4.11,-0.77,2.48,-4.88,,,,,,,,,,,,,
Left,P4,0,1,122.54,1.04,-0.13,2.00,-1.31,,,,,,,,,,,,,
Left,P4,0,1,122.37,2.23,N/A,0.05,-1.33,,,,,,,,,,,,,
Left,P4,0,1,124.70,2.30,N/A,0.19,-1.17,,,,,,,,,,,,,
Left,P4,0,1,122.03,3.50,N/A,N/A,-2.85,,,,,,,,,,,,,
Left,P4,0,2,119.18,3.45,-4.45,N/A,-17.00,,,,,,,,,,,,,
Left,P4,0,2,122.97,3.25,-5.85,N/A,-13.74,,,,,,,,,,,,,
Left,P4,0,2,122.58,5.13,-5.12,N/A,-17.40,,,,,,,,,,,,,
Left,P4,0,2,121.48,4.41,-5.96,N/A,-21.95,,,,,,,,,,,,,
Left,P4,0,2,121.69,4.95,-5.48,N/A,-23.42,,,,,,,,,,,,,
Left,P4,0,2,142.89,11.96,N/A,N/A,-15.91,,,,,,,,,,,,,
Left,P4,0,2,140.52,11.30,N/A,N/A,-19.91,,,,,,,,,,,,,
Left,P4,0,2,141.93,11.02,N/A,N/A,-18.16,,,,,,,,,,,,,
Left,P4,0,2,141.88,11.56,N/A,N/A,-17.82,,,,,,,,,,,,,
Left,P4,0,2,138.63,10.93,N/A,N/A,-14.99,,,,,,,,,,,,,
Left,P4,0,2,129.81,N/A,-4.78,N/A,-10.88,,,,,,,,,,,,,
Left,P4,0,2,131.21,N/A,-4.89,N/A,-12.55,,,,,,,,,,,,,
Left,P4,0,2,131.66,N/A,-4.87,N/A,-11.80,,,,,,,,,,,,,
Left,P4,0,2,131.89,N/A,-5.08,N/A,-13.09,,,,,,,,,,,,,
Left,P4,0,2,131.09,N/A,-4.50,N/A,-12.85,,,,,,,,,,,,,
Left,P4,0,2,146.80,15.76,N/A,N/A,-30.93,,,,,,,,,,,,,
Left,P4,0,2,145.96,16.38,N/A,N/A,-31.51,,,,,,,,,,,,,
Left,P4,0,2,150.81,16.77,N/A,N/A,-31.55,,,,,,,,,,,,,
Left,P4,0,2,146.37,18.21,N/A,N/A,-32.96,,,,,,,,,,,,,
Left,P4,0,2,153.16,17.61,N/A,N/A,-31.29,,,,,,,,,,,,,
Left,P4,0,2,120.47,9.79,N/A,N/A,-5.86,,,,,,,,,,,,,
Left,P4,0,2,121.35,11.82,N/A,1.64,-3.80,,,,,,,,,,,,,
Left,P4,0,2,120.24,10.98,N/A,1.06,-1.96,,,,,,,,,,,,,
Left,P4,0,2,121.46,11.85,N/A,0.89,-5.07,,,,,,,,,,,,,
Left,P4,0,2,122.73,12.31,N/A,N/A,-3.79,,,,,,,,,,,,,
Left,P4,0,2,138.69,N/A,-6.71,14.21,N/A,,,,,,,,,,,,,
Left,P4,0,2,143.94,N/A,-3.50,6.32,N/A,,,,,,,,,,,,,
Left,P4,0,2,144.21,N/A,-4.97,3.41,N/A,,,,,,,,,,,,,
Left,P4,0,2,142.34,N/A,-9.64,5.28,N/A,,,,,,,,,,,,,
Left,P4,0,2,141.50,N/A,-8.37,3.72,-1.19,,,,,,,,,,,,,
Left,P4,0,2,118.23,3.82,-6.20,N/A,-15.94,,,,,,,,,,,,,
Left,P4,0,2,118.22,3.75,-4.20,N/A,-17.59,,,,,,,,,,,,,
Left,P4,0,2,118.97,4.04,-3.58,N/A,-16.30,,,,,,,,,,,,,
Left,P4,0,2,119.69,2.51,-6.07,N/A,-15.69,,,,,,,,,,,,,
Left,P4,0,2,118.38,3.32,-1.92,N/A,-17.11,,,,,,,,,,,,,
Left,P4,0,2,131.07,6.03,N/A,N/A,-7.47,,,,,,,,,,,,,
Left,P4,0,2,131.25,7.42,N/A,N/A,-9.07,,,,,,,,,,,,,
Left,P4,0,2,130.07,5.40,N/A,N/A,-10.99,,,,,,,,,,,,,
Left,P4,0,2,130.09,5.11,N/A,N/A,-8.91,,,,,,,,,,,,,
Left,P4,0,2,129.51,6.23,N/A,N/A,-5.05,,,,,,,,,,,,,
Left,P4,0,2,132.36,7.15,N/A,N/A,-6.24,,,,,,,,,,,,,
Left,P4,0,2,127.06,2.19,N/A,N/A,-6.97,,,,,,,,,,,,,
Left,P4,0,2,125.97,4.00,N/A,N/A,-7.79,,,,,,,,,,,,,
Left,P4,0,2,125.70,4.01,N/A,N/A,-7.11,,,,,,,,,,,,,
Left,P4,0,2,124.87,5.43,N/A,N/A,-9.75,,,,,,,,,,,,,
Left,P4,0,2,125.83,5.00,N/A,N/A,-8.85,,,,,,,,,,,,,
Left,P4,0,3,124.59,8.00,N/A,0.63,-11.02,,,,,,,,,,,,,
Left,P4,0,3,128.14,3.67,-7.64,N/A,-18.70,,,,,,,,,,,,,
Left,P4,0,3,118.67,4.94,-7.12,N/A,-24.41,,,,,,,,,,,,,
Left,P4,0,3,116.58,4.40,-4.57,N/A,-22.75,,,,,,,,,,,,,
Left,P4,0,3,118.67,6.15,-6.08,N/A,-22.07,,,,,,,,,,,,,
Left,P4,0,3,137.34,13.70,N/A,N/A,-9.05,,,,,,,,,,,,,
Left,P4,0,3,135.88,13.24,N/A,N/A,-10.78,,,,,,,,,,,,,
Left,P4,0,3,138.11,15.63,N/A,N/A,-11.00,,,,,,,,,,,,,
Left,P4,0,3,137.42,15.14,N/A,N/A,-10.43,,,,,,,,,,,,,
Left,P4,0,3,139.07,15.95,N/A,N/A,-9.52,,,,,,,,,,,,,
Left,P4,0,3,130.71,0.40,-4.31,N/A,-16.15,,,,,,,,,,,,,
Left,P4,0,3,129.12,N/A,-3.78,N/A,-13.85,,,,,,,,,,,,,
Left,P4,0,3,128.73,N/A,-4.14,N/A,-12.94,,,,,,,,,,,,,
Left,P4,0,3,123.04,N/A,-4.39,N/A,-15.36,,,,,,,,,,,,,
Left,P4,0,3,130.61,N/A,-6.49,N/A,-10.30,,,,,,,,,,,,,
Left,P4,0,3,148.79,16.49,N/A,N/A,-33.46,,,,,,,,,,,,,
Left,P4,0,3,152.07,14.26,N/A,N/A,-30.60,,,,,,,,,,,,,
Left,P4,0,3,155.67,15.86,N/A,N/A,-27.79,,,,,,,,,,,,,
Left,P4,0,3,154.18,16.67,N/A,N/A,-30.02,,,,,,,,,,,,,
Left,P4,0,3,149.12,16.95,N/A,N/A,-31.09,,,,,,,,,,,,,
Left,P4,0,3,118.76,10.27,N/A,0.80,-4.40,,,,,,,,,,,,,
Left,P4,0,3,120.08,12.42,N/A,1.58,-1.97,,,,,,,,,,,,,
Left,P4,0,3,120.32,10.06,N/A,1.29,-4.94,,,,,,,,,,,,,
Left,P4,0,3,119.62,10.31,N/A,0.58,-3.73,,,,,,,,,,,,,
Left,P4,0,3,120.08,12.33,N/A,N/A,-4.67,,,,,,,,,,,,,
Left,P4,0,3,143.41,N/A,-10.12,7.34,N/A,,,,,,,,,,,,,
Left,P4,0,3,142.54,N/A,-6.97,5.89,N/A,,,,,,,,,,,,,
Left,P4,0,3,140.20,N/A,-5.20,6.10,N/A,,,,,,,,,,,,,
Left,P4,0,3,145.76,N/A,-6.23,5.37,N/A,,,,,,,,,,,,,
Left,P4,0,3,143.51,N/A,-4.22,7.04,N/A,,,,,,,,,,,,,
Left,P4,0,3,120.83,3.39,-3.63,N/A,-17.68,,,,,,,,,,,,,
Left,P4,0,3,121.07,3.51,-5.30,N/A,-17.16,,,,,,,,,,,,,
Left,P4,0,3,117.47,4.03,-2.58,N/A,-21.10,,,,,,,,,,,,,
Left,P4,0,3,119.35,3.90,-2.85,N/A,-18.27,,,,,,,,,,,,,
Left,P4,0,3,121.53,1.50,-4.31,N/A,-16.12,,,,,,,,,,,,,
Left,P4,0,3,135.92,6.96,N/A,3.30,-3.64,,,,,,,,,,,,,
Left,P4,0,3,133.17,5.59,N/A,2.26,-3.53,,,,,,,,,,,,,
Left,P4,0,3,131.21,5.49,N/A,1.63,-3.54,,,,,,,,,,,,,
Left,P4,0,3,134.15,5.51,N/A,2.74,-1.31,,,,,,,,,,,,,
Left,P4,0,3,135.94,5.50,N/A,2.47,-1.55,,,,,,,,,,,,,
Left,P4,0,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P4,0,3,127.92,2.97,N/A,4.81,N/A,,,,,,,,,,,,,
Left,P4,0,3,127.22,1.83,N/A,2.37,-1.22,,,,,,,,,,,,,
Left,P4,0,3,126.38,1.39,N/A,1.16,-1.28,,,,,,,,,,,,,
Left,P4,0,3,126.88,1.15,N/A,0.58,-1.66,,,,,,,,,,,,,
Left,P4,0,3,125.77,1.79,N/A,N/A,-1.04,,,,,,,,,,,,,
Left,P4,0,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P4,0,4,130.87,4.78,-2.85,N/A,-13.44,,,,,,,,,,,,,
Left,P4,0,4,130.67,0.90,-4.99,0.26,-9.23,,,,,,,,,,,,,
Left,P4,0,4,131.26,3.38,-4.38,3.51,-7.40,,,,,,,,,,,,,
Left,P4,0,4,133.79,3.16,-0.78,N/A,-5.72,,,,,,,,,,,,,
Left,P4,0,4,143.22,10.64,N/A,N/A,-9.65,,,,,,,,,,,,,
Left,P4,0,4,142.65,10.75,N/A,N/A,-6.53,,,,,,,,,,,,,
Left,P4,0,4,141.44,8.03,N/A,N/A,-6.61,,,,,,,,,,,,,
Left,P4,0,4,140.90,6.80,N/A,2.10,-2.41,,,,,,,,,,,,,
Left,P4,0,4,143.47,7.63,N/A,N/A,-7.63,,,,,,,,,,,,,
Left,P4,0,4,128.63,0.11,-4.04,N/A,-15.76,,,,,,,,,,,,,
Left,P4,0,4,128.22,N/A,-5.49,N/A,-11.22,,,,,,,,,,,,,
Left,P4,0,4,132.15,N/A,-5.69,N/A,-11.97,,,,,,,,,,,,,
Left,P4,0,4,132.65,N/A,-5.60,N/A,-9.83,,,,,,,,,,,,,
Left,P4,0,4,130.68,N/A,-6.55,N/A,-11.36,,,,,,,,,,,,,
Left,P4,0,4,148.11,19.27,N/A,N/A,-28.43,,,,,,,,,,,,,
Left,P4,0,4,150.11,17.19,N/A,N/A,-27.98,,,,,,,,,,,,,
Left,P4,0,4,150.05,15.81,N/A,N/A,-27.96,,,,,,,,,,,,,
Left,P4,0,4,151.08,15.49,N/A,N/A,-26.95,,,,,,,,,,,,,
Left,P4,0,4,150.04,16.39,N/A,N/A,-29.19,,,,,,,,,,,,,
Left,P4,0,4,116.60,13.32,N/A,0.41,-2.91,,,,,,,,,,,,,
Left,P4,0,4,118.83,13.95,N/A,3.63,-0.69,,,,,,,,,,,,,
Left,P4,0,4,120.64,12.61,N/A,2.74,-1.07,,,,,,,,,,,,,
Left,P4,0,4,120.31,13.03,N/A,3.75,-0.23,,,,,,,,,,,,,
Left,P4,0,4,120.22,13.29,N/A,2.26,-0.69,,,,,,,,,,,,,
Left,P4,0,4,139.47,1.94,-1.65,9.45,-0.58,,,,,,,,,,,,,
Left,P4,0,4,140.91,4.45,-0.86,8.60,-2.10,,,,,,,,,,,,,
Left,P4,0,4,141.17,2.59,-0.91,3.65,-1.77,,,,,,,,,,,,,
Left,P4,0,4,141.95,1.10,-2.82,1.72,-2.46,,,,,,,,,,,,,
Left,P4,0,4,141.73,0.27,-4.03,4.69,N/A,,,,,,,,,,,,,
Left,P4,0,4,122.04,4.25,-3.44,N/A,-14.03,,,,,,,,,,,,,
Left,P4,0,4,119.59,3.67,-6.16,1.06,-10.37,,,,,,,,,,,,,
Left,P4,0,4,124.78,4.84,-1.02,N/A,-10.13,,,,,,,,,,,,,
Left,P4,0,4,122.95,3.30,-2.33,N/A,-10.21,,,,,,,,,,,,,
Left,P4,0,4,121.47,2.95,-3.20,N/A,-6.00,,,,,,,,,,,,,
Left,P4,0,4,134.87,1.87,N/A,2.90,-0.57,,,,,,,,,,,,,
Left,P4,0,4,132.94,1.68,-0.15,1.84,-1.01,,,,,,,,,,,,,
Left,P4,0,4,132.70,0.65,-1.20,2.01,-1.61,,,,,,,,,,,,,
Left,P4,0,4,135.14,0.47,-0.83,2.76,-3.58,,,,,,,,,,,,,
Left,P4,0,4,134.19,0.61,-1.51,1.80,-0.82,,,,,,,,,,,,,
Left,P4,0,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P4,0,4,124.98,3.05,N/A,N/A,-10.24,,,,,,,,,,,,,
Left,P4,0,4,125.86,2.26,-0.42,N/A,-9.13,,,,,,,,,,,,,
Left,P4,0,4,125.49,2.35,N/A,N/A,-9.41,,,,,,,,,,,,,
Left,P4,0,4,126.01,0.30,-1.41,N/A,-9.78,,,,,,,,,,,,,
Left,P4,0,4,125.23,1.73,N/A,N/A,-9.53,,,,,,,,,,,,,
Left,P4,15,1,146.80,N/A,-6.85,8.12,N/A,,,,,,,,,,,,,
Left,P4,15,1,135.36,N/A,-6.94,1.56,-1.65,,,,,,,,,,,,,
Left,P4,15,1,143.83,N/A,-5.00,2.17,-8.13,,,,,,,,,,,,,
Left,P4,15,1,139.30,0.84,-4.24,N/A,-10.04,,,,,,,,,,,,,
Left,P4,15,1,141.67,N/A,-8.25,12.35,-1.59,,,,,,,,,,,,,
Left,P4,15,1,128.27,9.05,N/A,N/A,-5.39,,,,,,,,,,,,,
Left,P4,15,1,128.91,10.94,N/A,N/A,-7.24,,,,,,,,,,,,,
Left,P4,15,1,127.85,10.71,N/A,N/A,-6.94,,,,,,,,,,,,,
Left,P4,15,1,129.46,10.12,N/A,N/A,-4.62,,,,,,,,,,,,,
Left,P4,15,1,130.83,11.56,N/A,N/A,-6.99,,,,,,,,,,,,,
Left,P4,15,1,122.43,4.75,-1.40,N/A,-19.89,,,,,,,,,,,,,
Left,P4,15,1,124.83,6.54,-1.67,N/A,-14.03,,,,,,,,,,,,,
Left,P4,15,1,123.82,5.14,-2.68,N/A,-14.68,,,,,,,,,,,,,
Left,P4,15,1,121.69,1.31,-3.44,N/A,-13.55,,,,,,,,,,,,,
Left,P4,15,1,121.55,0.41,-4.43,N/A,-13.09,,,,,,,,,,,,,
Left,P4,15,1,149.73,13.08,N/A,N/A,-25.73,,,,,,,,,,,,,
Left,P4,15,1,150.12,12.70,N/A,N/A,-23.78,,,,,,,,,,,,,
Left,P4,15,1,149.78,10.55,N/A,N/A,-22.76,,,,,,,,,,,,,
Left,P4,15,1,150.54,10.86,N/A,N/A,-22.27,,,,,,,,,,,,,
Left,P4,15,1,149.72,10.42,N/A,N/A,-21.22,,,,,,,,,,,,,
Left,P4,15,1,104.22,23.50,N/A,4.68,N/A,,,,,,,,,,,,,
Left,P4,15,1,103.01,24.28,N/A,4.94,N/A,,,,,,,,,,,,,
Left,P4,15,1,103.82,23.32,N/A,5.29,N/A,,,,,,,,,,,,,
Left,P4,15,1,104.85,25.52,N/A,6.96,N/A,,,,,,,,,,,,,
Left,P4,15,1,104.32,20.92,N/A,8.82,N/A,,,,,,,,,,,,,
Left,P4,15,1,132.81,N/A,-2.99,6.59,N/A,,,,,,,,,,,,,
Left,P4,15,1,148.73,1.43,-5.30,18.96,N/A,,,,,,,,,,,,,
Left,P4,15,1,149.63,1.90,-1.79,20.51,N/A,,,,,,,,,,,,,
Left,P4,15,1,143.94,N/A,-3.03,14.25,N/A,,,,,,,,,,,,,
Left,P4,15,1,122.13,1.64,-2.61,1.79,-2.67,,,,,,,,,,,,,
Left,P4,15,1,106.87,6.02,-3.30,1.61,-3.22,,,,,,,,,,,,,
Left,P4,15,1,108.27,4.36,-1.51,2.18,-1.21,,,,,,,,,,,,,
Left,P4,15,1,111.23,5.06,-0.86,2.73,-1.59,,,,,,,,,,,,,
Left,P4,15,1,106.65,3.83,-0.41,3.92,N/A,,,,,,,,,,,,,
Left,P4,15,1,105.39,3.58,-1.15,5.03,N/A,,,,,,,,,,,,,
Left,P4,15,1,136.30,5.42,-0.18,6.81,-4.34,,,,,,,,,,,,,
Left,P4,15,1,139.30,4.59,-0.20,10.06,-1.58,,,,,,,,,,,,,
Left,P4,15,1,139.38,3.93,-0.07,8.15,-1.45,,,,,,,,,,,,,
Left,P4,15,1,139.00,5.66,N/A,9.03,-2.24,,,,,,,,,,,,,
Left,P4,15,1,140.12,3.59,N/A,10.44,N/A,,,,,,,,,,,,,
Left,P4,15,1,133.69,N/A,-3.55,12.76,N/A,,,,,,,,,,,,,
Left,P4,15,1,129.13,N/A,-2.73,12.79,N/A,,,,,,,,,,,,,
Left,P4,15,1,133.00,0.98,-2.04,13.53,N/A,,,,,,,,,,,,,
Left,P4,15,1,134.87,N/A,-2.51,15.67,N/A,,,,,,,,,,,,,
Left,P4,15,1,135.36,N/A,-3.52,17.60,N/A,,,,,,,,,,,,,
Left,P4,15,2,137.71,N/A,-3.41,N/A,-10.42,,,,,,,,,,,,,
Left,P4,15,2,132.56,0.08,-3.78,2.75,-2.48,,,,,,,,,,,,,
Left,P4,15,2,134.15,N/A,-6.99,8.62,-3.28,,,,,,,,,,,,,
Left,P4,15,2,138.71,1.30,-1.48,N/A,-5.84,,,,,,,,,,,,,
Left,P4,15,2,139.78,N/A,-5.14,0.10,-3.08,,,,,,,,,,,,,
Left,P4,15,2,125.45,10.61,N/A,N/A,-8.19,,,,,,,,,,,,,
Left,P4,15,2,123.35,10.03,N/A,N/A,-5.10,,,,,,,,,,,,,
Left,P4,15,2,119.43,14.26,N/A,N/A,-10.11,,,,,,,,,,,,,
Left,P4,15,2,121.06,11.27,N/A,N/A,-7.37,,,,,,,,,,,,,
Left,P4,15,2,119.66,10.89,N/A,N/A,-9.74,,,,,,,,,,,,,
Left,P4,15,2,130.02,4.47,-2.96,N/A,-17.34,,,,,,,,,,,,,
Left,P4,15,2,118.06,6.35,-1.85,N/A,-20.75,,,,,,,,,,,,,
Left,P4,15,2,113.14,5.85,-0.99,N/A,-18.24,,,,,,,,,,,,,
Left,P4,15,2,113.75,3.43,-1.16,N/A,-16.33,,,,,,,,,,,,,
Left,P4,15,2,117.82,4.79,-2.75,N/A,-14.58,,,,,,,,,,,,,
Left,P4,15,2,122.12,15.35,N/A,N/A,-27.06,,,,,,,,,,,,,
Left,P4,15,2,123.60,15.35,N/A,N/A,-26.00,,,,,,,,,,,,,
Left,P4,15,2,133.18,16.05,N/A,N/A,-26.75,,,,,,,,,,,,,
Left,P4,15,2,121.80,16.33,N/A,N/A,-25.48,,,,,,,,,,,,,
Left,P4,15,2,120.97,16.68,N/A,N/A,-23.94,,,,,,,,,,,,,
Left,P4,15,2,98.75,15.55,N/A,N/A,-4.31,,,,,,,,,,,,,
Left,P4,15,2,100.55,17.93,N/A,1.77,-2.92,,,,,,,,,,,,,
Left,P4,15,2,105.86,19.30,N/A,3.02,-2.04,,,,,,,,,,,,,
Left,P4,15,2,101.80,15.13,N/A,4.88,N/A,,,,,,,,,,,,,
Left,P4,15,2,104.18,19.65,N/A,2.45,-3.77,,,,,,,,,,,,,
Left,P4,15,2,137.60,N/A,-8.44,6.93,N/A,,,,,,,,,,,,,
Left,P4,15,2,130.74,N/A,-11.78,3.60,-1.21,,,,,,,,,,,,,
Left,P4,15,2,134.81,N/A,-10.08,5.78,N/A,,,,,,,,,,,,,
Left,P4,15,2,135.51,N/A,-9.33,7.18,N/A,,,,,,,,,,,,,
Left,P4,15,2,137.87,N/A,-12.08,8.76,N/A,,,,,,,,,,,,,
Left,P4,15,2,104.94,7.02,-3.85,N/A,-21.32,,,,,,,,,,,,,
Left,P4,15,2,98.91,8.91,-2.44,N/A,-21.25,,,,,,,,,,,,,
Left,P4,15,2,97.33,3.84,-5.64,N/A,-19.61,,,,,,,,,,,,,
Left,P4,15,2,102.15,6.67,-5.56,N/A,-21.75,,,,,,,,,,,,,
Left,P4,15,2,104.12,2.75,-6.99,N/A,-13.73,,,,,,,,,,,,,
Left,P4,15,2,116.77,7.33,-0.18,N/A,-7.22,,,,,,,,,,,,,
